id,slug,name,brand,years,generation_code,category,vehicle_type,tier,country,engine,hp,torque,trans,drivetrain,layout,curb_weight,seats,manual_available,zero_to_sixty,quarter_mile,top_speed,braking_60_0,lateral_g,price_range,price_avg,msrp_new_low,msrp_new_high,score_sound,score_interior,score_track,score_reliability,score_value,score_driver_fun,score_aftermarket,daily_usability_tag,maintenance_cost_index,insurance_cost_index,fuel_economy_combined,platform_cost_tier,parts_availability,diy_friendliness,has_tagline,has_highlight,has_hero_blurb,has_essence,has_heritage,has_engine_character,has_buyers_summary,pros_count,cons_count,common_issues_count,competitors_count,has_hero_image,tuning_engine_family,tuning_stock_whp,tuning_stock_wtq,tuning_data_quality,tuning_verified,tuning_stages_count,expected_whp,whp_diff
8de4d765-d634-4604-8f58-4720804c6b40,ford-fusion-sport-cd538,Ford Fusion Sport,Ford,2017-2019,CD538,Front-Engine,Sports Sedan,budget,United States,2.7L Twin-Turbo V6 EcoBoost,325,380,6AT,AWD,,4017,5,false,5.2,13.50,149,,,"$34,350 - $38,000",36175,34350,38000,7.0,6.0,6.0,5.0,8.0,7.0,6.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,,skeleton,false,3,276,
dd80ee3e-5a72-4e72-80fd-4dc3c4f432b3,ford-maverick-2022-2024,Ford Maverick,Ford,2022-2024,CD391,Front-Engine,Truck,budget,United States,2.5L I4 Hybrid / 2.0L Turbo I4,191,155,CVT / 8AT,FWD,,3636,5,false,8.6,16.50,110,,,"$22,195 - $36,000",29000,22195,36000,6.0,6.0,4.0,7.0,9.0,7.0,6.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,,skeleton,false,3,162,
aaf851a8-3da9-4c46-b627-0c0c33f1d9c6,ford-mustang-boss-302,Ford Mustang Boss 302,Ford,2012-2013,S197,Front-Engine,Muscle Car,mid,United States,5.0L NA V8,444,380,6MT,RWD,,3618,,true,4.2,12.60,155,100,1.03,$40-60K,48000,,,9.7,5.3,8.8,8.1,6.0,9.4,9.6,,,,18.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,,skeleton,false,3,377,
893d91ac-d70f-446f-b6ab-9c6887e00256,ford-mustang-fastback-1967-1968,Ford Mustang Fastback,Ford,1967-1968,First Generation,Front-Engine,Muscle Car,budget,United States,4.7L V8 (289 Hi-Po base),271,312,4MT,RWD,,2800,4,true,6.5,14.80,115,,,"$2,592 - $3,500 (1967-1968)",3046,2592,3500,9.0,6.0,7.0,6.0,9.0,9.0,10.0,Daily Capable,,,,,excellent,high,Y,Y,Y,Y,Y,Y,Y,5,4,0,1,Y,,,,skeleton,false,3,230,
ddb316f9-ca94-4ce0-ac81-13b898678435,ford-mustang-gt-fox-body,Ford Mustang GT Fox Body,Ford,1987-1993,Fox Body,Front-Engine,Muscle Car,budget,United States,5.0L V8,225,300,5MT/4AT,RWD,,3200,4,true,6.2,14.80,140,,,"$15,000 - $40,000",27500,13272,17000,8.0,4.0,6.0,7.0,9.0,8.0,10.0,Daily Capable,,,,,excellent,high,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,,skeleton,false,3,191,
68b69786-8bf0-456b-b463-ded6a33b9b1a,ford-mustang-gt-sn95,Ford Mustang GT SN95,Ford,1996-1998,SN95,Front-Engine,Muscle Car,budget,United States,4.6L SOHC V8,215,285,5MT/4AT,RWD,,3346,4,true,6.8,15.20,145,,,"$18,000 - $22,000",20000,18355,22355,8.0,5.0,6.0,7.0,8.0,8.0,9.0,Daily Capable,,,,,excellent,high,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,,skeleton,false,3,183,
94bbf67f-dafc-44f4-aeae-e36dc62a06b8,ford-mustang-mach-1-sn95,Ford Mustang Mach 1,Ford,2003-2004,SN95,Front-Engine,Muscle Car,budget,United States,4.6L DOHC V8,305,320,5MT,RWD,,3485,4,true,5.1,13.50,149,,,"$28,000 - $30,000",29000,28000,30000,9.0,6.0,7.0,6.0,8.0,8.0,9.0,Daily Capable,,,,,excellent,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,,skeleton,false,3,259,
070a1ac3-c6fd-4fde-a98e-cb9b3ff57303,ford-mustang-svt-cobra-sn95,Ford Mustang SVT Cobra,Ford,1996-2004,SN95,Front-Engine,Muscle Car,budget,United States,4.6L DOHC V8,320,317,6MT,RWD,,3450,4,true,5.0,13.40,155,,,"$28,000 - $35,000",31500,28000,35000,9.0,6.0,8.0,5.0,8.0,9.0,9.0,Daily Capable,,,,,excellent,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,,skeleton,false,3,272,
e9fa6c38-63db-4d54-8c3d-be966b1f32b5,ford-mustang-cobra-terminator,Ford Mustang SVT Cobra Terminator,Ford,2003-2004,SN-95,Front-Engine,Muscle Car,mid,United States,4.6L Supercharged DOHC V8,390,390,6MT,RWD,,3665,4,true,4.5,12.90,155,,,"$35,000 - $45,000",40000,35000,45000,9.0,5.0,8.0,6.0,9.0,9.0,10.0,Daily Capable,,,,,excellent,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,,skeleton,false,3,332,
6e429451-bda7-4d95-949a-dbcc3011c18d,ford-ranger-raptor-2024,Ford Ranger Raptor,Ford,2023-present,T6.2,Front-Engine,Truck,mid,United States,3.0L Twin-Turbo V6 EcoBoost,405,430,10AT,AWD,,5315,5,false,5.2,13.80,106,,,"$57,000 - $65,000",61000,57455,65000,8.0,7.0,6.0,7.0,8.0,9.0,7.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,,skeleton,false,3,344,
b30f3f99-977c-4bf4-8994-8b4c8af621a1,ford-ranger-t6-facelift,Ford Ranger T6 Facelift,Ford,2019-2024,T6.2,Front-Engine,Truck,budget,Australia/Thailand,2.3L EcoBoost Turbo I4,270,310,10AT,RWD,,4345,5,true,7.1,15.20,112,,,"$25,000 - $45,000",35000,25070,44820,6.0,6.0,4.0,7.0,8.0,7.0,8.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,,skeleton,false,3,230,
a98bb02a-b8e4-4f89-82bf-c78797752b93,ford-taurus-sho-fourth-generation,Ford Taurus SHO,Ford,2010-2019,D3,Front-Engine,Sports Sedan,budget,United States,3.5L Twin-Turbo V6 EcoBoost,365,350,6AT,AWD,,4373,5,false,5.2,13.60,155,,,"$39,000 - $47,000",43000,39995,46995,8.0,7.0,6.0,5.0,8.0,7.0,6.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,3.5L EcoBoost,350,420,enriched,false,3,310,40
e8a82f1c-22fe-4c38-8068-701bac493a48,mustang-gt-pp2,Mustang GT PP2,Ford,2018-2023,S550,Front-Engine,Muscle Car,budget,United States,5.0L V8,460,420,6MT/10AT,RWD,,3752,,true,4.3,12.60,163,102,1.02,$32-45K,38500,,,8.2,5.3,8.5,8.1,9.8,8.3,9.7,,,,18.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,5.0L Coyote,390,375,researched,false,4,391,1
80688dee-ae35-4ed7-90dd-845708e92362,shelby-gt350,Shelby GT350,Ford,2016-2020,S550,Front-Engine,Muscle Car,mid,United States,5.2L FP V8,526,429,6MT,RWD,,3760,4,true,4.3,12.40,175,104,1.05,$45-65K,55000,,,9.7,4.5,9.3,7.5,6.2,9.6,9.7,,,,16.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,,skeleton,false,4,447,
29394d54-b80f-4bbc-9fd9-cd614687ea2a,shelby-gt500,Shelby GT500,Ford,2020-2022,S550,Front-Engine,Muscle Car,upper-mid,United States,5.2L SC V8,760,625,7DCT,RWD,,4171,4,false,3.3,11.40,180,103,1.05,$65-85K,75000,,,9.3,4.5,9.1,7.8,8.0,8.7,9.7,,,,14.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,531,enriched,false,0,646,
f3ace1d6-d563-4b66-ac35-13e7353eba09,genesis-g70-33t-ik,Genesis G70 3.3T,Genesis,2019-2024,IK,Front-Engine,Sports Sedan,mid,South Korea,3.3L Twin-Turbo V6,365,376,8AT,RWD,,3795,5,true,4.5,12.90,167,,,"$38,000 - $52,000",45000,37825,51700,8.0,7.0,8.0,7.0,8.0,8.0,6.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,320,researched,false,0,310,
0b0d5ce0-bff8-496d-924c-23357bd545c7,gmc-canyon-at4-2017-2024,GMC Canyon AT4,GMC,2017-2024,GMT31XX,Front-Engine,Truck,budget,United States,3.6L V6 or 2.8L Turbo Diesel I4,308,275,8AT,RWD,,4564,5,false,7.2,15.30,115,,,"$38,000 - $48,000",43000,38295,48000,7.0,6.0,4.0,6.0,8.0,7.0,6.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,234,researched,false,0,262,
8f240080-4689-47aa-990f-1751c1c2849a,gmc-hummer-ev-t1xx,GMC Hummer EV,GMC,2022-2024,T1XX,Electric,Truck,premium,United States,Ultium Electric Drive System - Triple Motor,1000,11500,Single-Speed Direct Drive,AWD,,9046,5,false,3.0,11.70,106,,,"$98,845 - $134,650",116747,98845,134650,4.0,8.0,6.0,5.0,5.0,8.0,4.0,Daily Capable,,,,,moderate,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,9775,researched,false,0,850,
999e2ad1-a5d7-442e-93a7-5f1d038e68fd,gmc-sierra-1500-fourth-generation,GMC Sierra 1500,GMC,2019-2024,T1,Front-Engine,Truck,budget,United States,6.2L V8,420,460,10AT,RWD,,4750,6,false,5.9,14.20,110,,,"$32,000 - $75,000",48000,32100,74900,7.0,8.0,4.0,7.0,8.0,6.0,9.0,Daily Capable,,,,,excellent,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,391,researched,false,0,357,
94c8e4c4-48d3-439f-81e7-c2c8faeb6cbc,gmc-sierra-at4x-k2xx,GMC Sierra AT4X,GMC,2022-2024,K2XX,Front-Engine,Truck,mid,United States,6.2L V8,420,460,10AT,AWD,,5850,5,false,6.1,14.20,112,,,"$65,000 - $75,000",70000,65000,75000,8.0,7.0,4.0,7.0,6.0,7.0,8.0,Daily Capable,,,,,excellent,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,391,researched,false,0,357,
72fa2576-bb5c-44ed-814f-19fefe174ffc,honda-accord-sport-2-0t-tenth-generation,Honda Accord 2.0T Sport,Honda,2018-2022,CV,Front-Engine,Sports Sedan,budget,Japan,2.0L Turbocharged 4-Cylinder,252,273,10AT,FWD,,3267,5,true,6.1,14.40,136,,,"$28,000 - $32,000",30000,28595,31990,6.0,7.0,7.0,8.0,9.0,7.0,8.0,Daily Capable,,,,,excellent,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,K20C1 2.0L Turbo,214,225,enriched,false,3,214,0
b47016f6-109a-4a5f-94a4-1fff68421a30,honda-civic-si-em1,Honda Civic Si EM1,Honda,1999-2000,EM1,Front-Engine,Sports Car,budget,Japan,1.6L DOHC VTEC I4,160,111,5MT,FWD,,2590,2,true,6.9,15.20,134,,,"$17,000 - $19,000",18000,17000,19000,8.0,6.0,8.0,9.0,9.0,9.0,9.0,Daily Capable,,,,,excellent,high,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,,skeleton,false,3,136,
bd08535d-9a43-41ca-8a3e-d6adae68cb92,honda-civic-si-ep3,Honda Civic Si EP3,Honda,2002-2005,EP3,Front-Engine,Hot Hatch,budget,Japan,2.0L VTEC I4,160,132,5MT,FWD,,2699,4,true,7.0,15.40,135,,,"$18,000 - $20,500 (original MSRP)",19250,18000,20500,8.0,6.0,8.0,7.0,9.0,9.0,9.0,Daily Capable,,,,,good,high,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,,skeleton,false,3,136,
a781a411-75a1-4b00-a566-596770662df2,honda-civic-si-fg2,Honda Civic Si FG2,Honda,2006-2011,FG2,Front-Engine,Sports Car,budget,Japan,2.0L DOHC i-VTEC I4,197,139,6MT,FWD,,2877,4,true,6.7,15.20,140,,,"$22,000 - $24,000",23000,21990,23990,7.0,6.0,8.0,8.0,9.0,8.0,9.0,Daily Capable,,,,,excellent,high,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,,skeleton,false,3,167,
27921895-5abf-42b9-b579-241c3812585f,honda-civic-type-r-fk8,Honda Civic Type R FK8,Honda,2017-2021,FK8,Front-Engine,Hot Hatch,mid,Japan,2.0L Turbo I4,306,295,6MT,FWD,,3117,,true,5.0,13.50,169,102,1.02,"$35,000 - $48,000",40000,,,6.2,7.0,8.4,9.5,7.8,9.0,8.5,,,,25.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,K20C1 2.0L Turbo,275,280,researched,false,3,260,15
27f34342-df30-46ee-ad69-cb214b6c6d22,honda-civic-type-r-fl5,Honda Civic Type R FL5,Honda,2023-2024,FL5,Front-Engine,Hot Hatch,mid,Japan,2.0L Turbo I4,315,310,6MT,FWD,,3211,,true,4.9,13.30,169,100,1.05,"$42,000 - $52,000",46000,,,6.2,8.2,9.0,9.6,7.8,9.2,8.4,,,,24.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,K20C1 2.0L Turbo,275,280,researched,false,3,268,7
36ea335f-ce2d-4706-acbd-78a8112bc30a,honda-crx-si-ef,Honda CRX Si,Honda,1988-1991,EF,Front-Engine,Hot Hatch,budget,Japan,1.6L DOHC VTEC I4,108,100,5MT,FWD,,2180,2,true,8.2,16.10,117,,,"$12,000 - $15,000",13500,11450,12750,8.0,6.0,8.0,7.0,9.0,9.0,9.0,Daily Capable,,,,,good,high,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,,skeleton,false,3,92,
3b7764da-599c-4f0a-9fd0-8163e2e7f376,honda-del-sol-vtec-eg,Honda Del Sol VTEC,Honda,1993-1997,EG2,Front-Engine,Sports Car,budget,Japan,1.6L DOHC VTEC I4,160,111,5MT,FWD,,2480,2,true,7.0,15.30,130,,,"$18,000 - $22,000",20000,18000,22000,8.0,5.0,6.0,7.0,8.0,8.0,9.0,Daily Capable,,,,,good,high,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,,skeleton,false,3,136,
19530669-e6cd-4f56-a5a7-0ab093ac6fa2,honda-prelude-si-vtec-bb4,Honda Prelude Si VTEC,Honda,1992-2001,BB4/BB6,Front-Engine,Sports Car,budget,Japan,2.2L DOHC VTEC I4,190,158,5MT,FWD,,2954,4,true,7.2,15.40,140,,,"$22,000 - $26,000",24000,21995,25895,8.0,7.0,9.0,6.0,7.0,9.0,8.0,Daily Capable,,,,,good,high,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,,skeleton,false,3,162,
fdac12ac-c68a-4299-a9a8-05ec6110c833,honda-s2000,Honda S2000,Honda,1999-2009,AP1/AP2,Front-Engine,Sports Car,mid,Japan,2.0L/2.2L NA I4 VTEC,240,162,6MT,RWD,,2835,,true,5.4,14.00,150,110,0.99,$38-65K,48000,,,8.2,6.0,8.2,9.4,4.0,9.7,9.3,,,,22.0,,,,Y,Y,N,Y,Y,Y,Y,4,4,0,0,Y,,,,skeleton,false,3,204,
0b14a76b-1d48-40aa-ab94-d7011daebe55,hyundai-elantra-n-cn7,Hyundai Elantra N,Hyundai,2022-2024,CN7,Front-Engine,Sports Sedan,budget,South Korea,2.0L Turbo I4,276,289,6MT/8DCT,FWD,,3131,5,true,5.1,13.40,155,,,"$33,000 - $36,000",34500,33200,35900,8.0,7.0,9.0,6.0,9.0,8.0,7.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,246,researched,false,0,235,
bbeed4d2-3baa-4453-95da-b43471ce1d59,hyundai-kona-n-2022,Hyundai Kona N,Hyundai,2022-2024,OS,Front-Engine,SUV,budget,South Korea,2.0L Turbocharged I4,276,289,8DCT,FWD,,3373,5,false,5.1,13.60,149,,,"$35,000 - $38,000",36500,35000,37500,8.0,7.0,8.0,7.0,8.0,9.0,7.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,246,researched,false,0,235,
eb91e2d0-7f43-4723-a1de-a5c612f3985e,hyundai-veloster-n-js,Hyundai Veloster N,Hyundai,2019-2023,JS,Front-Engine,Hot Hatch,budget,South Korea,2.0L Turbo I4,275,260,6MT,FWD,,3106,4,true,5.6,13.90,155,,,"$33,000 - $36,000",34500,32500,35900,8.0,6.0,9.0,7.0,9.0,9.0,8.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,221,researched,false,0,234,
58ecbe98-974c-401a-a159-df5f89066a3b,infiniti-g35-coupe-v35,Infiniti G35 Coupe,Infiniti,2003-2007,V35,Front-Engine,Sports Car,mid,Japan,3.5L Naturally Aspirated V6,280,270,6MT/5AT,RWD,,3416,4,true,5.8,14.20,155,,,"$31,000 - $37,000",34000,31300,37150,8.0,6.0,7.0,6.0,8.0,8.0,9.0,Daily Capable,,,,,excellent,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,230,researched,false,0,238,
3020ef7e-d673-41c3-a8a7-a0eb85dfa04e,infiniti-g37-coupe-cv36,Infiniti G37 Coupe,Infiniti,2008-2013,CV36,Front-Engine,Sports Car,mid,Japan,3.7L V6,330,270,6MT/7AT,RWD,,3634,4,true,5.4,13.80,155,,,"$37,000 - $45,000",41000,37400,44900,8.0,6.0,7.0,7.0,8.0,8.0,9.0,Daily Capable,,,,,excellent,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,230,researched,false,0,281,
41ac8d5d-0124-45e5-aa63-0ccf6daad420,infiniti-g37-sedan,Infiniti G37 Sedan,Infiniti,2009-2013,V36,Front-Engine,Sports Sedan,mid,Japan,3.7L V6,328,269,7AT,RWD,,3684,5,true,5.4,13.80,155,,,"$32,000 - $42,000",37000,32400,42000,8.0,7.0,7.0,7.0,8.0,8.0,8.0,Daily Capable,,,,,excellent,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,229,templated,false,0,279,
2d8a9d79-550d-4202-b5e3-bc4f5b80d2b0,infiniti-q50-red-sport-400,Infiniti Q50 Red Sport 400,Infiniti,2016-2024,V37,Front-Engine,Sports Sedan,mid,Japan,3.0L Twin-Turbo V6,400,350,7AT,RWD,,3841,5,false,4.5,13.00,155,,,"$50,000 - $65,000",57500,50900,65000,8.0,7.0,8.0,6.0,8.0,8.0,9.0,Daily Capable,,,,,excellent,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,298,templated,false,0,340,
6ad59c35-8a5f-450c-bdb2-cc3650192a4c,infiniti-q60-red-sport-400,Infiniti Q60 Red Sport 400,Infiniti,2017-2024,CV37,Front-Engine,Sports Car,mid,Japan,3.0L Twin-Turbo V6,400,350,7AT,RWD,,3850,4,false,4.5,13.00,155,,,"$55,000 - $65,000",60000,55400,64950,8.0,7.0,6.0,5.0,8.0,8.0,7.0,Grand Tourer,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,298,templated,false,0,340,
186eef8f-5004-474c-b667-ff3bda5869cc,jaguar-f-type-r,Jaguar F-Type R,Jaguar,2015-2020,X152,Front-Engine,Sports Car,mid,United Kingdom,5.0L SC V8,550,502,8AT,RWD,,3814,,true,3.9,12.10,186,100,0.98,$38-55K,46500,,,9.4,9.3,6.1,4.0,4.5,7.4,5.0,,,,18.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,,skeleton,false,3,468,
e67b76b6-1830-4da4-b094-8cbce5c5c428,jaguar-f-type-v6-s,Jaguar F-Type V6 S,Jaguar,2014-2020,X152,Front-Engine,Sports Car,budget,United Kingdom,3.0L SC V6,380,339,8AT,RWD,,3558,,true,4.6,13.00,171,105,0.96,$27-40K,33500,,,8.2,9.2,6.0,4.3,8.7,7.6,5.1,,,,22.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,288,enriched,false,0,323,
511ffa3c-88ca-40b2-85a8-4b604ac0f66d,jaguar-xe-s-x760,Jaguar XE S,Jaguar,2017-2024,X760,Front-Engine,Sports Sedan,mid,United Kingdom,3.0L Supercharged V6,380,332,8AT,RWD,,3638,5,false,4.9,13.40,155,,,"$52,000 - $58,000",55000,52395,57995,7.0,6.0,7.0,5.0,6.0,8.0,6.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,282,templated,false,0,323,
8fdadb52-1ea9-485b-b743-f7be4789fdf9,jeep-gladiator-jt,Jeep Gladiator,Jeep,2020-2024,JT,Front-Engine,Truck,mid,United States,3.6L V6 DOHC VVT,285,260,8AT,RWD,,5050,5,true,7.4,15.30,99,,,"$36,000 - $65,000",50500,36040,64995,7.0,6.0,4.0,6.0,8.0,8.0,9.0,Daily Capable,,,,,excellent,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,3.6L Pentastar,260,240,enriched,false,4,242,18
276e196d-d1da-4621-ac71-5f8fed7cecc7,jeep-gladiator-mojave-jt,Jeep Gladiator Mojave,Jeep,2020-2024,JT,Front-Engine,Truck,mid,United States,3.6L Naturally Aspirated V6 Pentastar,285,260,8AT,RWD,,5072,5,true,7.5,15.80,99,,,"$55,000 - $65,000",60000,54995,65000,7.0,6.0,4.0,5.0,8.0,8.0,9.0,Daily Capable,,,,,excellent,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,3.6L Pentastar,260,240,enriched,false,4,242,18
7bdc1165-9012-491a-ac26-3cc14cc2264b,jeep-gladiator-rubicon-jt,Jeep Gladiator Rubicon,Jeep,2020-2024,JT,Front-Engine,Truck,mid,United States,3.6L Pentastar V6,285,260,6MT/8AT,RWD,,5072,5,true,7.7,15.90,99,,,"$45,000 - $65,000",55000,45040,65000,8.0,6.0,4.0,6.0,8.0,8.0,9.0,Daily Capable,,,,,excellent,high,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,3.6L Pentastar,260,240,enriched,false,4,242,18
696cc8a4-9cc3-4f73-b55f-e6444f90c6a5,jeep-grand-cherokee-wk2,Jeep Grand Cherokee,Jeep,2011-2024,WK2,Front-Engine,SUV,mid,United States,6.4L HEMI V8 (SRT),475,470,8AT,AWD,,5150,5,false,4.3,12.90,160,,,"$35,000 - $70,000",52500,35390,69995,8.0,7.0,6.0,6.0,8.0,7.0,7.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,,skeleton,false,4,404,
fb8f75da-2f69-4b6c-a275-daba446a888a,jeep-grand-cherokee-trackhawk-wk2,Jeep Grand Cherokee Trackhawk,Jeep,2018-2021,WK2,Front-Engine,SUV,mid,United States,6.2L Supercharged V8 (Hellcat),707,645,8AT,AWD,,5363,5,false,3.5,11.60,180,,,"$87,000 - $95,000",91000,87895,94995,9.0,7.0,6.0,5.0,8.0,8.0,8.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,,skeleton,false,4,601,
4573c1a5-41c2-4d73-9418-3798c56be9b7,jeep-wrangler-jk,Jeep Wrangler JK,Jeep,2007-2018,JK,Front-Engine,SUV,mid,United States,3.6L V6 Pentastar (2012-2018),285,260,6MT,RWD,,4024,4,true,7.4,15.90,112,,,"$23,000 - $40,000",31500,22045,39895,7.0,5.0,4.0,6.0,8.0,9.0,10.0,Daily Capable,,,,,excellent,high,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,3.6L Pentastar,260,240,enriched,false,4,242,18
01fc4ce3-d137-48ab-8d89-038ea5ffaae7,jeep-wrangler-jl,Jeep Wrangler JL,Jeep,2018-2024,JL,Front-Engine,SUV,mid,United States,3.6L V6 Pentastar (base),285,260,8AT,AWD,,4439,5,true,6.5,15.10,100,,,"$35,000 - $75,000",55000,35895,74995,8.0,5.0,4.0,6.0,8.0,9.0,10.0,Daily Capable,,,,,excellent,high,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,3.6L Pentastar,260,240,enriched,false,4,242,18
6abc851d-6697-4ca7-9476-8c1837979799,jeep-wrangler-rubicon-392-jl,Jeep Wrangler Rubicon 392,Jeep,2021-2024,JL,Front-Engine,SUV,mid,United States,6.4L HEMI V8,470,470,8AT,AWD,,5072,4,false,4.5,13.00,99,,,"$75,000 - $90,000",82500,75895,89995,9.0,6.0,4.0,5.0,6.0,8.0,9.0,Daily Capable,,,,,excellent,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,,skeleton,false,4,400,
10c2e700-4c99-40fc-86af-16cdc50821f9,kia-k5-gt-2021,Kia K5 GT,Kia,2021-2024,DL3,Front-Engine,Sports Sedan,budget,South Korea,2.5L Turbo I4,290,311,8DCT,FWD,,3558,5,false,5.7,14.10,149,,,"$32,000 - $35,000",33500,32590,34590,7.0,8.0,7.0,8.0,9.0,8.0,6.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,264,templated,false,0,247,
87655401-0c15-4fa0-9cf4-d35bce8e7638,kia-stinger-gt-ck,Kia Stinger GT,Kia,2018-2023,CK,Front-Engine,Sports Sedan,mid,South Korea,3.3L Twin-Turbo V6,365,376,8AT,RWD,,3912,5,false,4.7,13.00,167,,,"$40,000 - $55,000",47500,40090,55400,8.0,7.0,8.0,6.0,8.0,8.0,7.0,Grand Tourer,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,,skeleton,false,3,310,
edd4868f-d52e-45b3-8f6e-51c72d12fb83,lamborghini-aventador-lp700-4,Lamborghini Aventador LP 700-4,Lamborghini,2011-2016,LP 700-4,Mid-Engine,Supercar,premium,Italy,6.5L Naturally Aspirated V12,700,509,7AT,AWD,,3472,2,false,2.9,10.90,217,,,"$240,000 - $320,000",275000,393695,441600,10.0,6.0,8.0,5.0,6.0,9.0,9.0,Weekend Only,,,,,moderate,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,433,skeleton,false,0,595,
3198bdf9-fbf7-4a9f-9b9e-116d3f5ade36,lamborghini-aventador-svj,Lamborghini Aventador SVJ,Lamborghini,2018-2021,LP770-4,Mid-Engine,Supercar,premium,Italy,6.5L Naturally Aspirated V12,770,531,7AT,AWD,,3362,2,false,2.8,10.50,217,,,"$517,770 - $573,966",545868,517770,573966,9.0,7.0,10.0,5.0,6.0,10.0,7.0,Weekend Only,,,,,good,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,451,skeleton,false,0,655,
3c93ecf6-66c5-4b7f-9259-261700222c67,lamborghini-gallardo,Lamborghini Gallardo,Lamborghini,2004-2014,L140,Mid-Engine,Supercar,premium,Italy,5.0-5.2L V10,520,398,6MT/E-Gear,AWD,,3570,2,true,3.5,11.60,196,101,1.04,"$90,000 - $180,000",130000,,,9.6,6.8,7.2,3.2,5.5,8.6,3.8,Weekend warrior,5,5,14.0,premium,good,2,Y,Y,N,Y,Y,Y,Y,4,3,5,3,Y,,,338,enriched,false,0,442,
